name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Maruti S-Cross Zeta DDiS 200 SH,2015.0,750000.0,45974.0,Deisel,Trustmark Dealer,Manual,
Hyundai i10 Magna,,229999.0,,Petrrol,Dealerr,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,2013.0,,58500.0,Deisel,Deelar,Automatic,First Owner
Hyundai Santro GS,2005.0,80000.0,56580.0,Petrl,Dealerr,Manual,First Owner
Skoda Laura Ambiente 2.0 TDI CR MT,2012.0,385000.0,52000.0,Diesl,Deelar,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,2015.0,760000.0,55340.0,Petrl,Trustmark Dealer,,First Owner
Maruti Swift Dzire VDI,2017.0,600000.0,46507.0,Diesl,Trustmark Dealer,,First Owner
Renault Duster 85PS Diesel RxL,2013.0,450000.0,1000.0,Diesl,Deelar,Manual,Second Owner
Mercedes-Benz C-Class Progressive C 220d,2018.0,3800000.0,10000.0,Deisel,Deelar,Automatic,First Owner
Audi A4 3.0 TDI Quattro,2013.0,1580000.0,86000.0,None,Deelar,Automatic,First Owner
BMW X5 xDrive 30d xLine,2019.0,4950000.0,30000.0,Diesl,Deelar,Automatic,First Owner
Hyundai Creta 1.6 CRDi SX,2016.0,535000.0,52600.0,Deisel,Indivudal,Manual,First Owner
Maruti SX4 Vxi BSIV,2012.0,225000.0,110000.0,Petrrol,Indivudal,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Magna AT,2017.0,550000.0,19890.0,Petrl,Dealerr,Automatic,First Owner
Maruti Swift ZXI BSIV,2016.0,670000.0,7104.0,Petorl,Trustmark Dealer,,First Owner
Maruti Ertiga VXI,2015.0,,,Petorl,Trustmark Dealer,Manual,First Owner
,2017.0,520000.0,,Petorl,Dealerr,Automatic,First Owner
Chevrolet Beat LT Option,2016.0,239000.0,41000.0,Petrl,Deelar,Manual,First Owner
Toyota Fortuner 4x2 AT,2017.0,2600000.0,47162.0,None,Trustmark Dealer,Automatic,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2015.0,750000.0,45974.0,Diesl,Trustmark Dealer,Manual,First Owner
Hyundai i10 Magna,2012.0,229999.0,49824.0,Petrrol,Deelar,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,2013.0,1300000.0,58500.0,Deisel,Deelar,Automatic,First Owner
Hyundai Santro GS,2005.0,80000.0,56580.0,Petrrol,Dealerr,Manual,First Owner
Skoda Laura Ambiente 2.0 TDI CR MT,2012.0,385000.0,52000.0,Deisel,Dealerr,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,2015.0,760000.0,,Petrl,None,Manual,First Owner
Maruti Swift Dzire VDI,2017.0,600000.0,46507.0,Diesl,Trustmark Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxL,2013.0,450000.0,1000.0,Deisel,Deelar,Manual,Second Owner
,2018.0,3800000.0,10000.0,None,Dealerr,Automatic,First Owner
Audi A4 3.0 TDI Quattro,,1580000.0,86000.0,Diesl,Dealerr,Automatic,First Owner
BMW X5 xDrive 30d xLine,2019.0,4950000.0,30000.0,None,Deelar,Automatic,First Owner
Hyundai Creta 1.6 CRDi SX,2016.0,535000.0,52600.0,Diesl,Indivudal,Manual,First Owner
Maruti SX4 Vxi BSIV,2012.0,225000.0,110000.0,Petorl,Indivudal,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Magna AT,2017.0,550000.0,19890.0,Petrrol,Deelar,Automatic,First Owner
,2016.0,670000.0,7104.0,Petrl,Trustmark Dealer,Manual,First Owner
Maruti Ertiga VXI,2015.0,625000.0,11918.0,Petrrol,Trustmark Dealer,Manual,First Owner
Hyundai Grand i10 Magna AT,2017.0,520000.0,10510.0,Petorl,Dealerr,Automatic,First Owner
Chevrolet Beat LT Option,2016.0,239000.0,41000.0,Petrl,Dealerr,Manual,First Owner
Toyota Fortuner 4x2 AT,2017.0,2600000.0,47162.0,Deisel,Trustmark Dealer,Automatic,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2015.0,750000.0,45974.0,Deisel,Trustmark Dealer,Manual,
Hyundai i10 Magna,2012.0,229999.0,49824.0,Petorl,Dealerr,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,2013.0,1300000.0,58500.0,Diesl,Deelar,Automatic,First Owner
Hyundai Santro GS,2005.0,80000.0,56580.0,Petrrol,Dealerr,Manual,First Owner
Skoda Laura Ambiente 2.0 TDI CR MT,2012.0,385000.0,52000.0,Diesl,Deelar,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,2015.0,760000.0,55340.0,Petrl,Trustmark Dealer,Manual,First Owner
Maruti Swift Dzire VDI,2017.0,600000.0,46507.0,Deisel,Trustmark Dealer,Manual,First Owner
,2013.0,350000.0,50000.0,Petrrol,None,Manual,Second Owner
Maruti Alto 800 LXI,2014.0,114999.0,30000.0,None,Indvidual,Manual,First Owner
Hyundai i20 Sportz 1.2,2013.0,380000.0,50000.0,Petrrol,Indvidual,,Second Owner
Maruti Gypsy E MG410W ST,1995.0,95000.0,100000.0,Petrl,Indivudal,Manual,Second Owner
Mahindra Scorpio 1.99 S6 Plus,2016.0,900000.0,,None,Indivudal,Manual,
Chevrolet Beat LT,2012.0,200999.0,90000.0,Petorl,Indvidual,Manual,Second Owner
Maruti Omni E MPI STD BS IV,2014.0,229999.0,11451.0,Petrrol,Indvidual,Manual,First Owner
Tata Nexon 1.5 Revotorq XZ,2019.0,800000.0,60000.0,Diesl,Indivudal,,First Owner
Mahindra Verito 1.5 D4 BSIV,2012.0,150000.0,172000.0,Deisel,Indivudal,Manual,Second Owner
Maruti Swift VDI,2018.0,600000.0,60000.0,Deisel,Indivudal,,First Owner
Chevrolet Tavera LS B3 7 Seats BSII,,150000.0,150000.0,Deisel,Indvidual,Manual,First Owner
Chevrolet Optra Magnum 2.0 LS,,150000.0,66000.0,Deisel,Indvidual,Manual,First Owner
,2019.0,380000.0,5000.0,Petrrol,Indivudal,Manual,
Maruti Swift 1.3 VXi,2006.0,80000.0,66508.0,Petorl,Indivudal,Manual,Second Owner
Honda Civic 1.8 MT Sport,2007.0,225000.0,55000.0,Petorl,Indvidual,Manual,Second Owner
Tata Nano Lx BSIV,2012.0,75000.0,29900.0,Petrrol,Indivudal,Manual,First Owner
Tata Hexa XT 4X4,2017.0,1600000.0,3000.0,Deisel,Indivudal,Manual,First Owner
Tata Indica Vista Quadrajet VX,2012.0,185000.0,85000.0,Diesl,None,Manual,First Owner
Mahindra Scorpio 2.6 CRDe SLE,2011.0,425000.0,50000.0,Deisel,Indivudal,Manual,
Tata Indica Vista Aqua 1.4 TDI,2010.0,100000.0,120000.0,Diesl,Indivudal,Manual,Second Owner
Maruti Zen Estilo LXI BSIII,2008.0,140000.0,90000.0,Petorl,Indivudal,Manual,Third Owner
Maruti Swift Dzire AMT ZXI Plus BS IV,2017.0,710000.0,8000.0,Petrrol,Indivudal,Automatic,First Owner
Honda Amaze S AT i-Vtech,2015.0,450000.0,7900.0,Petrrol,Indivudal,Automatic,First Owner
Datsun RediGO T Option,2017.0,210000.0,,Petrrol,Indvidual,,First Owner
Maruti Alto K10 VXI,2016.0,270000.0,25000.0,Petorl,Indvidual,Manual,First Owner
Maruti Alto LXi,2009.0,110000.0,20000.0,Petrl,Indvidual,,First Owner
Maruti Swift VXI,,540000.0,17500.0,Petrrol,Indivudal,Manual,First Owner
Mahindra Renault Logan 1.4 GLX Petrol,2008.0,145000.0,25000.0,Petrl,Indvidual,Manual,First Owner
Tata Safari Storme VX,2013.0,360000.0,206500.0,Deisel,Indvidual,Manual,First Owner
Hyundai i10 Magna LPG,2013.0,250000.0,88600.0,LPG,Indivudal,,First Owner
Tata Venture EX,2012.0,110000.0,80000.0,Diesl,Indivudal,,First Owner
Chevrolet Captiva LT,2008.0,250000.0,100000.0,None,Indvidual,Manual,Fourth & Above Owner
Ford Fiesta Classic 1.4 Duratorq CLXI,2011.0,150000.0,186000.0,Diesl,Indivudal,Manual,Second Owner
Chevrolet Aveo U-VA 1.2 LS,2010.0,140000.0,60000.0,Petrl,Indivudal,Manual,First Owner
Maruti Ciaz Zeta BSIV,2019.0,925000.0,11000.0,Petrl,Indivudal,Manual,First Owner
Tata Hexa XM,2017.0,969999.0,50000km,Deisel,Indivudal,Manual,First Owner
Hyundai Santro Xing GL PLUS CNG,2007.0,,80000.0,CNG,Indvidual,,Third Owner
Hyundai Santro GLS I - Euro I,2001.0,55000.0,60000.0,Petrrol,Indivudal,Manual,Third Owner
Hyundai Verna CRDi,2007.0,155000.0,100000.0,Diesl,Indivudal,Manual,Fourth & Above Owner
Mahindra Thar CRDe ABS,2019.0,900000.0,15000.0,Diesl,Indvidual,Manual,
Maruti Alto K10 2010-2014 VXI,2011.0,135000.0,90000.0,Petorl,Indvidual,Manual,First Owner
Maruti 800 AC,2012.0,180000.0,120000.0,Petrl,Indivudal,Manual,First Owner
Hyundai Verna 1.6 SX,2013.0,495000.0,100000.0,Deisel,None,Manual,Second Owner
Toyota Innova 2.5 V Diesel 8-seater,2009.0,400000.0,,Diesl,Indvidual,Manual,Third Owner
Hyundai Verna CRDi,2008.0,250000.0,110000.0,Deisel,Indvidual,Manual,Second Owner
Maruti Alto K10 LXI,2015.0,138000.0,120000.0,Petrrol,Indivudal,Manual,Fourth & Above Owner
Honda City 1.5 V AT,2011.0,311000.0,70000.0,Petrrol,Indvidual,Automatic,Second Owner
Maruti Alto 800 VXI,2015.0,190000.0,70000.0,Petrl,Indvidual,Manual,First Owner
Mahindra Bolero SLX,,311000.0,140000.0,Diesl,None,Manual,First Owner
Maruti Ritz LXI,2009.0,300000.0,15000.0,Petrl,Indivudal,Manual,First Owner
Honda Jazz VX,2018.0,600000.0,20000.0,Petrl,Indivudal,Manual,First Owner
Mahindra Scorpio SLE BSIII,2009.0,550000.0,100000.0,Deisel,Indivudal,Manual,First Owner
Skoda Rapid 1.6 MPI AT Elegance Plus,2015.0,600000.0,70000.0,Petrl,Indvidual,Automatic,First Owner
Maruti Alto 800 VXI,2018.0,195000.0,5000.0,Petrrol,Indvidual,Manual,First Owner
Tata Nano LX,2013.0,58000.0,27974.0,Petorl,Indvidual,Manual,First Owner
Maruti Alto 800 VXI,2018.0,183000.0,40000.0,None,Indivudal,Manual,First Owner
Maruti Zen Estilo 1.1 VXI BSIII,2007.0,95000.0,80000.0,Petrl,Indvidual,Manual,First Owner
Maruti Wagon R LX Minor,2013.0,250000.0,38000.0,Petrrol,Indivudal,Manual,First Owner
Maruti Wagon R LX Minor,2013.0,250000.0,38000.0,Petorl,Indvidual,Manual,First Owner
Tata Zest Revotron 1.2 XT,,400000.0,35000.0,Petorl,Indivudal,Manual,First Owner
Hyundai Verna 1.6 SX CRDi (O),2012.0,409999.0,60000.0,None,Indvidual,Manual,Second Owner
Skoda Octavia Classic 1.9 TDI MT,2004.0,120000.0,120000.0,Diesl,None,Manual,Second Owner
Maruti Swift AMT VXI,2018.0,600000.0,18000.0,Petrrol,None,Automatic,First Owner
Honda Amaze SX i-VTEC,2016.0,600000.0,10000.0,Petrrol,Indivudal,Manual,First Owner
Mahindra XUV500 W6 2WD,2015.0,,90000.0,Diesl,Indivudal,Manual,Third Owner
Toyota Etios GD,2016.0,625000.0,80000.0,Diesl,Indivudal,Manual,Second Owner
Hyundai Grand i10 Nios Magna CRDi,2020.0,700000.0,1400.0,Diesl,Indvidual,Manual,First Owner
Chevrolet Beat LS,2011.0,160000.0,60000.0,Petrl,Indivudal,Manual,First Owner
Maruti Alto LX,2011.0,114999.0,60000.0,Petrl,Indivudal,Manual,Third Owner
Maruti Wagon R LXI Minor,2009.0,150000.0,53000.0,Petorl,None,Manual,First Owner
Volkswagen Jetta 1.9 L TDI,2010.0,250000.0,100000.0,Diesl,Deelar,Manual,First Owner
Hyundai Verna 1.6 SX,2012.0,390000.0,86000.0,Deisel,Deelar,Manual,Second Owner
Renault Duster 85PS Diesel RxL,2015.0,,100000.0,Diesl,Indvidual,Manual,First Owner
,2016.0,600000.0,30000.0,Diesl,None,,First Owner
Hyundai i20 1.2 Sportz,2011.0,250000.0,120000.0,Petorl,Indvidual,Manual,First Owner
Hyundai Santro Xing GL Plus LPG,2011.0,229999.0,60000.0,LPG,Indvidual,Manual,Second Owner
,2016.0,299000.0,50000.0,Deisel,Indvidual,Manual,Second Owner
Chevrolet Cruze LTZ,2010.0,330000.0,124000.0,Diesl,Indivudal,Manual,Second Owner
Hyundai Accent Executive,2012.0,180000.0,100000.0,Petrrol,Indvidual,Manual,Third Owner
Hyundai Grand i10 1.2 Kappa Asta,2017.0,475000.0,42000.0,Petorl,Indivudal,Manual,First Owner
Hyundai Grand i10 CRDi Sportz,2015.0,325000.0,100000.0,Diesl,Indvidual,Manual,First Owner
Honda City i VTEC V,2016.0,639000.0,28205.0,Petorl,Dealerr,Manual,First Owner
Maruti Celerio VXI AT,2017.0,415000.0,32670.0,Petrrol,Dealerr,Automatic,First Owner
Hyundai Creta 1.6 CRDi AT SX Plus,2016.0,1199000.0,30093.0,Deisel,Dealerr,Automatic,First Owner
Maruti Ertiga VXI CNG,2013.0,525000.0,56228.0,CNG,Dealerr,Manual,First Owner
Hyundai Verna 1.6 SX VTVT,2013.0,425000.0,59319.0,Petrl,Deelar,Manual,
Maruti Vitara Brezza VDi,2016.0,699000.0,39503.0,None,Deelar,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2013.0,,35299.0,Petorl,Dealerr,Manual,First Owner
Toyota Etios V,2011.0,,51687.0,Petrrol,Deelar,Manual,First Owner
Volkswagen Vento Petrol Highline AT,2011.0,269000.0,76259.0,Petrl,Dealerr,Automatic,First Owner
Volkswagen Polo Diesel Highline 1.2L,2013.0,399000.0,44049.0,None,Deelar,Manual,First Owner
Mahindra KUV 100 mFALCON D75 K8,2017.0,,45087.0,Deisel,Deelar,Manual,First Owner
Toyota Etios V,2011.0,249000.0,41125.0,Petrrol,None,Manual,First Owner
Audi A4 New  2.0 TDI Multitronic,2014.0,1549000.0,42215.0,Diesl,Dealerr,Automatic,First Owner
,2011.0,254999.0,54206.0,Petrl,Deelar,Manual,First Owner
Skoda Rapid 1.6 MPI Active,2012.0,269000.0,52547.0,Petorl,Deelar,Manual,First Owner
Maruti Ertiga ZDI,2014.0,665000.0,59110.0,Diesl,None,Manual,First Owner
Maruti Wagon R Stingray LXI,,299000.0,54565.0,Petrl,None,Manual,First Owner
Hyundai i20 Asta,2010.0,265000.0,47564.0,Petrrol,Deelar,Manual,Second Owner
Volkswagen Polo Petrol Highline 1.2L,2010.0,211000.0,45143.0,Petrl,Dealerr,Manual,Second Owner
Skoda Superb 1.8 TSI,2013.0,599000.0,61624.0,Petorl,Dealerr,Automatic,Second Owner
Tata Indigo LS,,55000.0,195000.0,Deisel,Indivudal,Manual,Third Owner
Hyundai Verna 1.6 SX CRDi (O),2014.0,550000.0,50000.0,Deisel,Indivudal,Manual,First Owner
Land Rover Discovery Sport TD4 HSE 7S,2018.0,4000000.0,68000.0,Diesl,Indvidual,Automatic,First Owner
Tata Sumo GX TC 8 Str,2010.0,220000.0,120000.0,Diesl,None,Manual,Second Owner
Maruti Swift VXI,2019.0,500000.0,20000.0,Petrl,Indivudal,Manual,First Owner
Maruti Alto LXi,2010.0,140000.0,30000.0,Petorl,None,Manual,First Owner
Maruti Swift VDI,2013.0,325000.0,60000.0,Diesl,Indivudal,Manual,First Owner
Hyundai i20 Magna,2010.0,210000.0,90000.0,None,Indvidual,Manual,Third Owner
Maruti Alto LXi,2008.0,110000.0,90000.0,Petrl,Indvidual,Manual,Second Owner
Hyundai Verna CRDi 1.6 SX Option,2019.0,1200000.0,25000.0,Diesl,Indvidual,Manual,First Owner
Maruti Alto 800 VXI,2017.0,229999.0,40000.0,None,Indvidual,Manual,First Owner
Maruti SX4 Vxi BSIV,2012.0,225000.0,,Petrrol,Indvidual,Manual,Second Owner
Maruti Alto 800 LXI,2006.0,165000.0,132000.0,Petorl,Indvidual,Manual,First Owner
Tata Tiago XZA AMT,2018.0,525000.0,,Petrl,Deelar,Automatic,First Owner
Hyundai EON Era Plus,2018.0,325000.0,20629.0,None,Dealerr,,First Owner
Toyota Innova Crysta 2.4 VX MT BSIV,2018.0,1500000.0,50000.0,Deisel,Indvidual,Manual,First Owner
Hyundai Grand i10 AT Asta,2015.0,400000.0,30000.0,Petorl,Indvidual,Automatic,First Owner
Maruti Ciaz VXi,2015.0,550000.0,69782.0,Petrrol,Deelar,Manual,First Owner
Maruti 800 Std,,98000.0,54000.0,Petorl,Indivudal,Manual,
Mahindra XUV500 W8 4WD,2013.0,900000.0,63654.0,Deisel,Deelar,Manual,First Owner
Renault Lodgy 85PS RxL,2017.0,700000.0,60000.0,Deisel,Indvidual,Manual,First Owner
Mahindra Scorpio S6 Plus 7 Seater,,890000.0,52000.0,Diesl,Dealerr,Manual,First Owner
Maruti Swift LDI BSIV,,490000.0,59385.0,Deisel,Dealerr,Manual,First Owner
Hyundai i20 2015-2017 Magna 1.2,2015.0,525000.0,70378.0,None,Dealerr,Manual,First Owner
Maruti Wagon R LXI BS IV,2013.0,330000.0,55425.0,Petrrol,Dealerr,Manual,First Owner
Mahindra Bolero 2011-2019 SLX 2WD BSIII,,550000.0,78413.0,Diesl,Deelar,Manual,Second Owner
Mahindra Bolero Power Plus SLX,2018.0,790000.0,40890.0,Diesl,Deelar,Manual,First Owner
Honda Brio S MT,2015.0,350000.0,34823.0,Petorl,Deelar,Manual,Second Owner
Toyota Innova Crysta 2.8 ZX AT BSIV,2017.0,1700000.0,75000.0,Diesl,Indivudal,Automatic,First Owner
Maruti Ciaz VDI SHVS,2017.0,,55545.0,Diesl,Deelar,Manual,First Owner
Honda Amaze EX i-Dtech,,409999.0,56541.0,Diesl,Dealerr,Manual,First Owner
Hyundai EON Magna Plus,2016.0,220000.0,43700.0,Petrrol,Indivudal,Manual,First Owner
Tata Indica GLS BS IV,2009.0,68000.0,,Petorl,Indivudal,Manual,Second Owner
Hyundai EON Era Plus,2017.0,290000.0,20000.0,Petrrol,Indivudal,Manual,First Owner
Honda City i DTec SV,2014.0,600000.0,27483.0,Diesl,Dealerr,Manual,First Owner
,2019.0,470000.0,8000.0,Petrl,Indivudal,Manual,First Owner
Hyundai i10 Sportz 1.2,2008.0,,30000.0,Petrrol,None,Manual,
Maruti Alto 800 LXI,2014.0,180000.0,56207.0,Petorl,Deelar,Manual,Second Owner
Maruti Zen LXI,2006.0,80000.0,70000.0,Petrrol,Indvidual,Manual,First Owner
Honda WR-V i-VTEC VX,2018.0,875000.0,1440.0,Petorl,Indvidual,,First Owner
Maruti Alto 800 LXI,2019.0,300000.0,50000.0,Petorl,Indvidual,Manual,First Owner
Toyota Fortuner 2.8 2WD AT BSIV,2017.0,2800000.0,20000.0,Deisel,Indivudal,Automatic,First Owner
Toyota Innova Crysta 2.4 ZX MT,2017.0,1330000.0,91195.0,Deisel,Dealerr,Manual,
Volkswagen Polo 1.5 TDI Trendline,2011.0,220000.0,63657.0,Deisel,Deelar,Manual,First Owner
Mahindra Verito Vibe 1.5 dCi D4,2013.0,250000.0,60000.0,Deisel,Indivudal,,First Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,2016.0,919999.0,75000.0,Deisel,Deelar,Manual,First Owner
Volkswagen Vento Magnific 1.6 Highline,2013.0,380000.0,97248.0,Petrrol,Deelar,,
Maruti Swift VDI,2012.0,450000.0,46000.0,Diesl,Indivudal,Manual,
Hyundai Verna 1.6 VTVT AT S Option,2016.0,770000.0,10000.0,Petrrol,Indvidual,Automatic,
Maruti Swift Dzire LDI,2018.0,550000.0,80000.0,Diesl,Indivudal,Manual,First Owner
Tata New Safari DICOR 2.2 GX 4x2,2011.0,320000.0,100000.0,Diesl,Indvidual,Manual,Second Owner
Maruti SX4 Vxi BSIV,2013.0,400000.0,35000.0,Petrl,Indvidual,Manual,First Owner
Maruti Celerio VXI AT,2017.0,,,Petorl,Indivudal,Automatic,First Owner
Maruti SX4 ZDI,,220000.0,90000.0,Deisel,Indvidual,Manual,Third Owner
Mahindra XUV500 W8 2WD,2012.0,400000.0,150000.0,Deisel,None,,Second Owner
Hyundai Verna 1.6 SX VTVT (O),2013.0,530000.0,89000.0,None,Indivudal,Manual,Second Owner
Maruti Swift Dzire VDI,2014.0,390000.0,60000.0,Deisel,Indivudal,,Second Owner
Fiat Grande Punto 1.3 Dynamic (Diesel),2012.0,185000.0,100000.0,Deisel,Indvidual,Manual,
Maruti SX4 Vxi BSIV,2012.0,300000.0,100000.0,Petrl,Indvidual,Manual,Second Owner
Maruti Swift VDI BSIV,2014.0,575000.0,90000.0,Diesl,Indvidual,Manual,Second Owner
Maruti Wagon R Stingray VXI,2014.0,300000.0,75000.0,Petrl,Indvidual,Manual,First Owner
Toyota Etios Liva 1.4 VD,2017.0,425000.0,36000.0,Diesl,Dealerr,Manual,First Owner
Hyundai Xcent 1.2 Kappa SX,2016.0,350000.0,,Petrrol,Indvidual,Manual,First Owner
Honda Amaze VX O iDTEC,2017.0,550000.0,12997.0,Diesl,Deelar,Manual,First Owner
Maruti Ciaz 1.4 AT Zeta,,500000.0,40000.0,Petrrol,Indivudal,Automatic,First Owner
,2015.0,600000.0,60000.0,Deisel,Indivudal,Manual,First Owner
Mahindra Quanto C8,2013.0,300000.0,25000.0,Diesl,Indvidual,Manual,Second Owner
Hyundai Verna CRDi 1.6 SX Option,2018.0,1150000.0,26430.0,Diesl,Dealerr,Manual,First Owner
Maruti Swift 1.3 VXI ABS,2015.0,475000.0,24600.0,None,Dealerr,Manual,First Owner
Maruti Wagon R LXI,2011.0,260000.0,28481.0,Petrrol,Dealerr,Manual,First Owner
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013.0,350000.0,100000.0,Petrl,Indvidual,Manual,First Owner
Mahindra XUV500 W8 2WD,2013.0,750000.0,41988.0,Deisel,Deelar,Manual,First Owner
Maruti Wagon R LXI,2009.0,180000.0,30375.0,Petorl,Dealerr,Manual,First Owner
Renault KWID Climber 1.0 AMT BSIV,2017.0,350000.0,7658.0,Petorl,Deelar,Automatic,
Maruti Swift Dzire VDI,2017.0,611000.0,34400.0,Diesl,Dealerr,,First Owner
Renault KWID RXL BSIV,2017.0,325000.0,18500.0,Petorl,Dealerr,Manual,First Owner
Hyundai EON 1.0 Era Plus,2012.0,225000.0,48000.0,Petorl,Dealerr,,First Owner
Maruti Wagon R AMT VXI,2014.0,,28942.0,Petorl,Deelar,Automatic,First Owner
Mahindra Bolero Power Plus SLX,2017.0,400000.0,50000.0,Deisel,Indvidual,Manual,Second Owner
Mahindra XUV500 W8 2WD,2012.0,711000.0,,Diesl,Dealerr,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2015.0,851000.0,53652.0,Deisel,Deelar,Manual,First Owner
Maruti Ertiga VXI,2014.0,500000.0,25000.0,Petrrol,Indivudal,Manual,First Owner
Toyota Innova 2.5 G4 Diesel 8-seater,2007.0,,80000.0,Diesl,Indvidual,Manual,
Maruti Alto 800 VXI,2017.0,150000.0,50000.0,Petrl,Indivudal,Manual,First Owner
Mahindra Scorpio 1.99 S10,2016.0,610000.0,15000.0,Deisel,Indivudal,Manual,Second Owner
Mahindra KUV 100 G80 K2,2018.0,450000.0,5000.0,Petrl,Indvidual,Manual,First Owner
Hyundai i20 1.4 Asta Option,2017.0,744000.0,106000.0,Deisel,Indvidual,Manual,First Owner
Chevrolet Spark 1.0,2008.0,120000.0,100000.0,Petorl,Indivudal,Manual,Third Owner
Renault KWID RXL,2016.0,220000.0,60000.0,Petorl,Indivudal,Manual,Third Owner
,2012.0,480000.0,120000.0,Deisel,Indivudal,Manual,Fourth & Above Owner
Maruti Celerio ZXI Optional AMT BSIV,2017.0,370000.0,82000.0,Petorl,Indivudal,Automatic,First Owner
Fiat Palio D 1.9 EL PS,2003.0,55000.0,35000.0,Diesl,Indivudal,Manual,Second Owner
,,125000.0,205000.0,Petrl,Indivudal,Manual,First Owner
Hyundai Verna 1.6 CRDI,2011.0,260000.0,125000.0,None,Indvidual,Manual,Third Owner
Fiat Linea Classic 1.3 Multijet,2015.0,350000.0,130000.0,Diesl,Indvidual,,First Owner
Maruti Alto 800 CNG LXI,2012.0,170000.0,97000.0,CNG,Indivudal,Manual,Second Owner
Hyundai Grand i10 Sportz,2015.0,350000.0,90000.0,Petorl,Indivudal,Manual,Second Owner
Maruti Swift Dzire VXi,2009.0,250000.0,60000.0,None,Indvidual,Manual,Third Owner
Tata Indigo CR4,2013.0,170000.0,60000.0,Deisel,Indvidual,Manual,First Owner
Mahindra Scorpio S11 BSIV,2018.0,1300000.0,35000.0,Deisel,Indvidual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019.0,550000.0,25000.0,Petorl,Indivudal,Manual,First Owner
Honda Brio 1.2 S MT,2017.0,400000.0,15000.0,Petorl,Indivudal,Manual,First Owner
Tata Nano Lx,2011.0,120000.0,20000.0,Petrl,Indivudal,Manual,First Owner
Tata Nano Lx,,120000.0,20000.0,Petrl,Indivudal,Manual,First Owner
Ford Figo Petrol Titanium,,275000.0,70000.0,Petrrol,Indvidual,Manual,First Owner
Tata Zest Revotron 1.2T XE,2016.0,285000.0,90000.0,Petrl,Indvidual,,
Hyundai Creta 1.4 CRDi Base,2016.0,900000.0,80000.0,Deisel,Indvidual,Manual,First Owner
Mercedes-Benz M-Class ML 350 CDI,2014.0,2500000.0,79500.0,Deisel,Indvidual,Automatic,Second Owner
Hyundai Verna 1.6 SX CRDi (O),2013.0,620000.0,70000.0,Diesl,Indivudal,Manual,Second Owner
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018.0,1700000.0,5000.0,Diesl,Indivudal,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2018.0,650000.0,15000.0,Petorl,None,Manual,First Owner
,2014.0,500000.0,35000.0,Petorl,Indvidual,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x4,2009.0,250000.0,120000.0,Diesl,Indivudal,Manual,Second Owner
Mahindra Marazzo M4,2018.0,950000.0,15000.0,Deisel,Indivudal,Manual,Second Owner
Toyota Etios Cross 1.2L G,2015.0,320000.0,60000.0,Petrl,Indivudal,,First Owner
Renault Duster 110PS Diesel RxZ,2013.0,450000.0,120000.0,None,Indvidual,Manual,First Owner
Mahindra KUV 100 mFALCON D75 K8 AW,2016.0,350000.0,90000.0,Deisel,Indvidual,Manual,First Owner
Maruti Swift Dzire VXI,2015.0,400000.0,90000.0,Petrl,Indivudal,Manual,First Owner
Maruti Omni MPI STD BSIV,2018.0,200000.0,10000.0,Petrl,Indivudal,Manual,First Owner
Hyundai i20 Asta 1.4 CRDi (Diesel),2009.0,250000.0,72000.0,Diesl,Indvidual,Manual,Second Owner
Toyota Innova 2.0 GX 8 STR BSIV,2011.0,550000.0,197000.0,Petrrol,Indivudal,Manual,Second Owner
,1999.0,85000.0,70000.0,Petrrol,Indivudal,Manual,Second Owner
Hyundai Santro LP zipPlus,2001.0,52000.0,50000.0,Petorl,Indivudal,Manual,Third Owner
Tata Hexa XTA,2017.0,1200000.0,50000.0,None,Indvidual,Automatic,First Owner
Hyundai Verna 1.6 SX VTVT AT,2011.0,-50000,60000.0,Petrrol,Indivudal,Automatic,Third Owner
Maruti Swift Dzire VXI 1.2 BS IV,2018.0,615000.0,40000.0,Petrrol,Indvidual,,First Owner
Maruti SX4 ZDI Leather,2012.0,400000.0,,Diesl,Indvidual,Manual,
,2013.0,60000.0,40000.0,Petorl,None,Manual,First Owner
Maruti Ignis 1.2 Alpha BSIV,,500000.0,9161.0,None,Indvidual,Manual,First Owner
Honda Mobilio V i VTEC,2015.0,,45000.0,Petrrol,Indivudal,Manual,First Owner
